!SIL	SIL
<SPOKEN_NOISE>	SPN
진영주	f12 m20 e3 f11 m6 e20 f12 m13 
진영지점	f12 m20 e3 f11 m6 e20 f12 m20 f12 m4 e15 
진용이에게	f12 m20 e3 f11 m12 e20 f11 m20 f11 m5 f0 m5 
진용현에게	f12 m20 e3 f11 m12 e20 f18 m6 e3 f11 m5 f0 m5 
진우	f12 m20 e3 f11 m13 
진우금속	f12 m20 e3 f11 m13 f0 m18 e15 f9 m8 e0 
진우네	f12 m20 e3 f11 m13 f2 m5 
진우리	f12 m20 e3 f11 m13 f5 m20 
진우아파트	f12 m20 e3 f11 m13 f11 m0 f17 m0 f16 m18 
진우에게	f12 m20 e3 f11 m13 f11 m5 f0 m5 
진우형에게	f12 m20 e3 f11 m13 f18 m6 e20 f11 m5 f0 m5 
진욱에게	f12 m20 e3 f11 m13 e0 f11 m5 f0 m5 
진욱이	f12 m20 e3 f11 m13 e0 f11 m20 
진웅이에게	f12 m20 e3 f11 m13 e20 f11 m20 f11 m5 f0 m5 
진원	f12 m20 e3 f11 m14 e3 
진원2길	f12 m20 e3 f11 m14 e3 2 f0 m20 e7 
진원면	f12 m20 e3 f11 m14 e3 f6 m6 e3 
진원이한테	f12 m20 e3 f11 m14 e3 f11 m20 f18 m0 e3 f16 m5 
진원초등학교	f12 m20 e3 f11 m14 e3 f14 m8 f3 m18 e20 f18 m0 e0 f0 m12 
진월동	f12 m20 e3 f11 m14 e7 f3 m8 e20 
진월면	f12 m20 e3 f11 m14 e7 f6 m6 e3 
진월면사무소	f12 m20 e3 f11 m14 e7 f6 m6 e3 f9 m0 f6 m13 f9 m8 
진월점	f12 m20 e3 f11 m14 e7 f12 m4 e15 
진월중앙점	f12 m20 e3 f11 m14 e7 f12 m13 e20 f11 m0 e20 f12 m4 e15 
진이	f12 m20 e3 f11 m20 
진이야	f12 m20 e3 f11 m20 f11 m2 
진이에게	f12 m20 e3 f11 m20 f11 m5 f0 m5 
진잠	f12 m20 e3 f12 m0 e15 
진잠초등학교	f12 m20 e3 f12 m0 e15 f14 m8 f3 m18 e20 f18 m0 e0 f0 m12 
진장17길	f12 m20 e3 f12 m0 e20 1 7 f0 m20 e7 
진장4길	f12 m20 e3 f12 m0 e20 4 f0 m20 e7 
진장동	f12 m20 e3 f12 m0 e20 f3 m8 e20 
진장점	f12 m20 e3 f12 m0 e20 f12 m4 e15 
진전	f12 m20 e3 f12 m4 e3 
진접	f12 m20 e3 f12 m4 e16 
진접읍	f12 m20 e3 f12 m4 e16 f11 m18 e16 
진접읍사무소	f12 m20 e3 f12 m4 e16 f11 m18 e16 f9 m0 f6 m13 f9 m8 
진접점	f12 m20 e3 f12 m4 e16 f12 m4 e15 
진정초	f12 m20 e3 f12 m4 e20 f14 m8 
진정초등학교	f12 m20 e3 f12 m4 e20 f14 m8 f3 m18 e20 f18 m0 e0 f0 m12 
진종범에게	f12 m20 e3 f12 m8 e20 f7 m4 e15 f11 m5 f0 m5 
진종필	f12 m20 e3 f12 m8 e20 f17 m20 e7 
진주	f12 m20 e3 f12 m13 
진주ic	f12 m20 e3 f12 m13 i c 
진주냉면	f12 m20 e3 f12 m13 f2 m1 e20 f6 m6 e3 
진주문고	f12 m20 e3 f12 m13 f6 m13 e3 f0 m8 
진주박물관	f12 m20 e3 f12 m13 f7 m0 e0 f6 m13 e7 f0 m9 e3 
진주복음병원	f12 m20 e3 f12 m13 f7 m8 e0 f11 m18 e15 f7 m6 e20 f11 m14 e3 
진주빌	f12 m20 e3 f12 m13 f7 m20 e7 
진주산업대학교	f12 m20 e3 f12 m13 f9 m0 e3 f11 m4 e16 f3 m1 f18 m0 e0 f0 m12 
진주성점	f12 m20 e3 f12 m13 f9 m4 e20 f12 m4 e15 
진주세무서	f12 m20 e3 f12 m13 f9 m5 f6 m13 f9 m4 
진주시	f12 m20 e3 f12 m13 f9 m20 
진주시청	f12 m20 e3 f12 m13 f9 m20 f14 m4 e20 
진주에	f12 m20 e3 f12 m13 f11 m5 
진주에게	f12 m20 e3 f12 m13 f11 m5 f0 m5 
진주여자고등학교	f12 m20 e3 f12 m13 f11 m6 f12 m0 f0 m8 f3 m18 e20 f18 m0 e0 f0 m12 
진주읍	f12 m20 e3 f12 m13 f11 m18 e16 
진주점	f12 m20 e3 f12 m13 f12 m4 e15 
진주제일중학교	f12 m20 e3 f12 m13 f12 m5 f11 m20 e7 f12 m13 e20 f18 m0 e0 f0 m12 
진주지소	f12 m20 e3 f12 m13 f12 m20 f9 m8 
진주집에게	f12 m20 e3 f12 m13 f12 m20 e16 f11 m5 f0 m5 
진주햄	f12 m20 e3 f12 m13 f18 m1 e15 
진진	f12 m20 e3 f12 m20 e3 
진진빌	f12 m20 e3 f12 m20 e3 f7 m20 e7 
진진에게	f12 m20 e3 f12 m20 e3 f11 m5 f0 m5 
진진옥	f12 m20 e3 f12 m20 e3 f11 m8 e0 
진짜	f12 m20 e3 f13 m0 
진짜배기	f12 m20 e3 f13 m0 f7 m1 f0 m20 
진참치	f12 m20 e3 f14 m0 e15 f14 m20 
진창완	f12 m20 e3 f14 m0 e20 f11 m9 e3 
진창원	f12 m20 e3 f14 m0 e20 f11 m14 e3 
진천	f12 m20 e3 f14 m4 e3 
진천경찰서	f12 m20 e3 f14 m4 e3 f0 m6 e20 f14 m0 e7 f9 m4 
진천군	f12 m20 e3 f14 m4 e3 f0 m13 e3 
진천군청	f12 m20 e3 f14 m4 e3 f0 m13 e3 f14 m4 e20 
진천네거리	f12 m20 e3 f14 m4 e3 f2 m5 f0 m4 f5 m20 
진천농다리	f12 m20 e3 f14 m4 e3 f2 m8 e20 f3 m0 f5 m20 
진천농협	f12 m20 e3 f14 m4 e3 f2 m8 e20 f18 m6 e16 
진천동	f12 m20 e3 f14 m4 e3 f3 m8 e20 
진천로	f12 m20 e3 f14 m4 e3 f5 m8 
진천역	f12 m20 e3 f14 m4 e3 f11 m6 e0 
진천읍	f12 m20 e3 f14 m4 e3 f11 m18 e16 
진천의	f12 m20 e3 f14 m4 e3 f11 m19 
진천점	f12 m20 e3 f14 m4 e3 f12 m4 e15 
진천지사	f12 m20 e3 f14 m4 e3 f12 m20 f9 m0 
진천터미널	f12 m20 e3 f14 m4 e3 f16 m4 f6 m20 f2 m4 e7 
진철에게	f12 m20 e3 f14 m4 e7 f11 m5 f0 m5 
진칼국수	f12 m20 e3 f15 m0 e7 f0 m13 e0 f9 m13 
진트론	f12 m20 e3 f16 m18 f5 m8 e3 
진틀	f12 m20 e3 f16 m18 e7 
진평	f12 m20 e3 f17 m6 e20 
진평에게	f12 m20 e3 f17 m6 e20 f11 m5 f0 m5 
진표에게	f12 m20 e3 f17 m12 f11 m5 f0 m5 
진하	f12 m20 e3 f18 m0 
진하해수욕장	f12 m20 e3 f18 m0 f18 m1 f9 m13 f11 m12 e0 f12 m0 e20 
진한은행	f12 m20 e3 f18 m0 e3 f11 m18 e3 f18 m1 e20 
진해	f12 m20 e3 f18 m1 
진해구	f12 m20 e3 f18 m1 f0 m13 
진해구민회관	f12 m20 e3 f18 m1 f0 m13 f6 m20 e3 f18 m11 f0 m9 e3 
진해구청	f12 m20 e3 f18 m1 f0 m13 f14 m4 e20 
진해대로	f12 m20 e3 f18 m1 f3 m1 f5 m8 
진해루	f12 m20 e3 f18 m1 f5 m13 
진해시	f12 m20 e3 f18 m1 f9 m20 
진해시청	f12 m20 e3 f18 m1 f9 m20 f14 m4 e20 
진해신항	f12 m20 e3 f18 m1 f9 m20 e3 f18 m0 e20 
진해에게	f12 m20 e3 f18 m1 f11 m5 f0 m5 
진해역	f12 m20 e3 f18 m1 f11 m6 e0 
진해우체국	f12 m20 e3 f18 m1 f11 m13 f14 m5 f0 m13 e0 
진해점	f12 m20 e3 f18 m1 f12 m4 e15 
진해지점	f12 m20 e3 f18 m1 f12 m20 f12 m4 e15 
진해집	f12 m20 e3 f18 m1 f12 m20 e16 
진향에게	f12 m20 e3 f18 m2 e20 f11 m5 f0 m5 
진헤어	f12 m20 e3 f18 m5 f11 m4 
진혁군에게	f12 m20 e3 f18 m6 e0 f0 m13 e3 f11 m5 f0 m5 
진혁에게	f12 m20 e3 f18 m6 e0 f11 m5 f0 m5 
진현성에게	f12 m20 e3 f18 m6 e3 f9 m4 e20 f11 m5 f0 m5 
진형에게	f12 m20 e3 f18 m6 e20 f11 m5 f0 m5 
진형이에게	f12 m20 e3 f18 m6 e20 f11 m20 f11 m5 f0 m5 
진혜영에게	f12 m20 e3 f18 m7 f11 m6 e20 f11 m5 f0 m5 
진혜진에게	f12 m20 e3 f18 m7 f12 m20 e3 f11 m5 f0 m5 
진호	f12 m20 e3 f18 m8 
진호에게	f12 m20 e3 f18 m8 f11 m5 f0 m5 
진홍기	f12 m20 e3 f18 m8 e20 f0 m20 
진홍재에게	f12 m20 e3 f18 m8 e20 f12 m1 f11 m5 f0 m5 
진홍형에게	f12 m20 e3 f18 m8 e20 f18 m6 e20 f11 m5 f0 m5 
진화	f12 m20 e3 f18 m9 
진화에게	f12 m20 e3 f18 m9 f11 m5 f0 m5 
진환에게	f12 m20 e3 f18 m9 e3 f11 m5 f0 m5 
진회로	f12 m20 e3 f18 m11 f5 m8 
진흥	f12 m20 e3 f18 m18 e20 
진흥각	f12 m20 e3 f18 m18 e20 f0 m0 e0 
진흥관	f12 m20 e3 f18 m18 e20 f0 m9 e3 
진흥로	f12 m20 e3 f18 m18 e20 f5 m8 
진흥아파트	f12 m20 e3 f18 m18 e20 f11 m0 f17 m0 f16 m18 
진흥원	f12 m20 e3 f18 m18 e20 f11 m14 e3 
진흥청	f12 m20 e3 f18 m18 e20 f14 m4 e20 
진흥초	f12 m20 e3 f18 m18 e20 f14 m8 
진희	f12 m20 e3 f18 m19 
진희건에게	f12 m20 e3 f18 m19 f0 m4 e3 f11 m5 f0 m5 
진희로	f12 m20 e3 f18 m19 f5 m8 
진희에게	f12 m20 e3 f18 m19 f11 m5 f0 m5 
진희진에게	f12 m20 e3 f18 m19 f12 m20 e3 f11 m5 f0 m5 
질경이	f12 m20 e7 f0 m6 e20 f11 m20 
질주님에게	f12 m20 e7 f12 m13 f2 m20 e15 f11 m5 f0 m5 
짐	f12 m20 e15 
집	f12 m20 e16 
집다리골	f12 m20 e16 f3 m0 f5 m20 f0 m8 e7 
집돌이에게	f12 m20 e16 f3 m8 e7 f11 m20 f11 m5 f0 m5 
집밥	f12 m20 e16 f7 m0 e16 
집불고기	f12 m20 e16 f7 m13 e7 f0 m8 f0 m20 
집사	f12 m20 e16 f9 m0 
집사님	f12 m20 e16 f9 m0 f2 m20 e15 
집사님에게	f12 m20 e16 f9 m0 f2 m20 e15 f11 m5 f0 m5 
집사님한테	f12 m20 e16 f9 m0 f2 m20 e15 f18 m0 e3 f16 m5 
집사람	f12 m20 e16 f9 m0 f5 m0 e15 
집사람에게	f12 m20 e16 f9 m0 f5 m0 e15 f11 m5 f0 m5 
집사람한테	f12 m20 e16 f9 m0 f5 m0 e15 f18 m0 e3 f16 m5 
집사에게	f12 m20 e16 f9 m0 f11 m5 f0 m5 
집에	f12 m20 e16 f11 m5 
집에가	f12 m20 e16 f11 m5 f0 m0 
집에게	f12 m20 e16 f11 m5 f0 m5 
집으로	f12 m20 e16 f11 m18 f5 m8 
집주인	f12 m20 e16 f12 m13 f11 m20 e3 
집주인에게	f12 m20 e16 f12 m13 f11 m20 e3 f11 m5 f0 m5 
집중국	f12 m20 e16 f12 m13 e20 f0 m13 e0 
집집에게	f12 m20 e16 f12 m20 e16 f11 m5 f0 m5 
집하장	f12 m20 e16 f18 m0 f12 m0 e20 
집현면	f12 m20 e16 f18 m6 e3 f6 m6 e3 
짓다	f12 m20 e18 f3 m0 
징글징글	f12 m20 e20 f0 m18 e7 f12 m20 e20 f0 m18 e7 
징기스	f12 m20 e20 f0 m20 f9 m18 
징징이에게	f12 m20 e20 f12 m20 e20 f11 m20 f11 m5 f0 m5 
징콕스	f12 m20 e20 f15 m8 e0 f9 m18 
짚라인	f12 m20 e25 f5 m0 f11 m20 e3 
짜글이	f13 m0 f0 m18 e7 f11 m20 
짜리몽땅	f13 m0 f5 m20 f6 m8 e20 f4 m0 e20 
짜장	f13 m0 f12 m0 e20 
짜장면집	f13 m0 f12 m0 e20 f6 m6 e3 f12 m20 e16 
짜짜	f13 m0 f13 m0 
짜파게티한테	f13 m0 f17 m0 f0 m5 f16 m20 f18 m0 e3 f16 m5 
짝	f13 m0 e0 
짝꿍	f13 m0 e0 f1 m13 e20 
짝꿍에게	f13 m0 e0 f1 m13 e20 f11 m5 f0 m5 
짝이에게	f13 m0 e0 f11 m20 f11 m5 f0 m5 
짝지	f13 m0 e0 f12 m20 
짝지에게	f13 m0 e0 f12 m20 f11 m5 f0 m5 
짤랑당	f13 m0 e7 f5 m0 e20 f3 m0 e20 
짤짤이에게	f13 m0 e7 f13 m0 e7 f11 m20 f11 m5 f0 m5 
짬뽕	f13 m0 e15 f8 m8 e20 
짬뽕의	f13 m0 e15 f8 m8 e20 f11 m19 
짬뽕집	f13 m0 e15 f8 m8 e20 f12 m20 e16 
짬뽕타임	f13 m0 e15 f8 m8 e20 f16 m0 f11 m20 e15 
짬뽕하오	f13 m0 e15 f8 m8 e20 f18 m0 f11 m8 
짱가	f13 m0 e20 f0 m0 
짱공주에게	f13 m0 e20 f0 m8 e20 f12 m13 f11 m5 f0 m5 
짱구	f13 m0 e20 f0 m13 
짱구네	f13 m0 e20 f0 m13 f2 m5 
짱구에게	f13 m0 e20 f0 m13 f11 m5 f0 m5 
짱구한테	f13 m0 e20 f0 m13 f18 m0 e3 f16 m5 
짱님	f13 m0 e20 f2 m20 e15 
짱돌	f13 m0 e20 f3 m8 e7 
짱뚱어다리	f13 m0 e20 f4 m13 e20 f11 m4 f3 m0 f5 m20 
짱발에게	f13 m0 e20 f7 m0 e7 f11 m5 f0 m5 
짱어마을	f13 m0 e20 f11 m4 f6 m0 f11 m18 e7 
짱에게	f13 m0 e20 f11 m5 f0 m5 
짱조댕에게	f13 m0 e20 f12 m8 f3 m1 e20 f11 m5 f0 m5 
짱크린	f13 m0 e20 f15 m18 f5 m20 e3 
째용이에게	f13 m1 f11 m12 e20 f11 m20 f11 m5 f0 m5 
째웅이에게	f13 m1 f11 m13 e20 f11 m20 f11 m5 f0 m5 
짹짹이에게	f13 m1 e0 f13 m1 e0 f11 m20 f11 m5 f0 m5 
쩔구네	f13 m4 e7 f0 m13 f2 m5 
쩔구에게	f13 m4 e7 f0 m13 f11 m5 f0 m5 
쩔쩔이에게	f13 m4 e7 f13 m4 e7 f11 m20 f11 m5 f0 m5 
쩡규호에게	f13 m4 e20 f0 m17 f18 m8 f11 m5 f0 m5 
쩡수기	f13 m4 e20 f9 m13 f0 m20 
쩡아	f13 m4 e20 f11 m0 
쩡에게	f13 m4 e20 f11 m5 f0 m5 
쩡이에게	f13 m4 e20 f11 m20 f11 m5 f0 m5 
쪼꼬미에게	f13 m8 f1 m8 f6 m20 f11 m5 f0 m5 
쪼매난	f13 m8 f6 m1 f2 m0 e3 
쪼매니에게	f13 m8 f6 m1 f2 m20 f11 m5 f0 m5 
쪼재에게	f13 m8 f12 m1 f11 m5 f0 m5 
쪼쪼찜닭	f13 m8 f13 m8 f13 m20 e15 f3 m0 e8 
쪽갈비	f13 m8 e0 f0 m0 e7 f7 m20 
쪽구름5길	f13 m8 e0 f0 m13 f5 m18 e15 5 f0 m20 e7 
쪽에게	f13 m8 e0 f11 m5 f0 m5 
쪽쪽갈비	f13 m8 e0 f13 m8 e0 f0 m0 e7 f7 m20 
쫑에게	f13 m8 e20 f11 m5 f0 m5 
쫑이에게	f13 m8 e20 f11 m20 f11 m5 f0 m5 
쫑임	f13 m8 e20 f11 m20 e15 
쭈	f13 m13 
쭈꾸미	f13 m13 f1 m13 f6 m20 
쭈꾸미집	f13 m13 f1 m13 f6 m20 f12 m20 e16 
쭈꾸쭈꾸미	f13 m13 f1 m13 f13 m13 f1 m13 f6 m20 
쭈꾸쭈꾸아	f13 m13 f1 m13 f13 m13 f1 m13 f11 m0 
쭈니에게	f13 m13 f2 m20 f11 m5 f0 m5 
쭈이에게	f13 m13 f11 m20 f11 m5 f0 m5 
쭈한테	f13 m13 f18 m0 e3 f16 m5 
쭉쭉빵빵에게	f13 m13 e0 f13 m13 e0 f8 m0 e20 f8 m0 e20 f11 m5 f0 m5 
쭌	f13 m13 e3 
쭌이	f13 m13 e3 f11 m20 
쭌쭌에게	f13 m13 e3 f13 m13 e3 f11 m5 f0 m5 
쭌탱이에게	f13 m13 e3 f16 m1 e20 f11 m20 f11 m5 f0 m5 
쯔위에게	f13 m18 f11 m16 f11 m5 f0 m5 
찌개	f13 m20 f0 m1 
찌개랑	f13 m20 f0 m1 f5 m0 e20 
찌니한테	f13 m20 f2 m20 f18 m0 e3 f16 m5 
찌롱이에게	f13 m20 f5 m8 e20 f11 m20 f11 m5 f0 m5 
찌리리공	f13 m20 f5 m20 f5 m20 f0 m8 e20 
찌우에게	f13 m20 f11 m13 f11 m5 f0 m5 
찌은에게	f13 m20 f11 m18 e3 f11 m5 f0 m5 
찌은이한테	f13 m20 f11 m18 e3 f11 m20 f18 m0 e3 f16 m5 
찌질	f13 m20 f12 m20 e7 
찌찌	f13 m20 f13 m20 
찍어줘	f13 m20 e0 f11 m4 f12 m14 
찐	f13 m20 e3 
찐빵	f13 m20 e3 f8 m0 e20 
찐빵이에게	f13 m20 e3 f8 m0 e20 f11 m20 f11 m5 f0 m5 
찐에게	f13 m20 e3 f11 m5 f0 m5 
찐이	f13 m20 e3 f11 m20 
찐이야	f13 m20 e3 f11 m20 f11 m2 
찐코에게	f13 m20 e3 f15 m8 f11 m5 f0 m5 
찐한	f13 m20 e3 f18 m0 e3 
찜	f13 m20 e15 
찜닭	f13 m20 e15 f3 m0 e8 
찜닭과	f13 m20 e15 f3 m0 e8 f0 m9 
찜닭이	f13 m20 e15 f3 m0 e8 f11 m20 
찜질방	f13 m20 e15 f12 m20 e7 f7 m0 e20 
찜한	f13 m20 e15 f18 m0 e3 
찡화에게	f13 m20 e20 f18 m9 f11 m5 f0 m5 
차	f14 m0 
차경래에게	f14 m0 f0 m6 e20 f5 m1 f11 m5 f0 m5 
차경수에게	f14 m0 f0 m6 e20 f9 m13 f11 m5 f0 m5 
차고지	f14 m0 f0 m8 f12 m20 
차광우	f14 m0 f0 m9 e20 f11 m13 
차군식에게	f14 m0 f0 m13 e3 f9 m20 e0 f11 m5 f0 m5 
차귀도	f14 m0 f0 m16 f3 m8 
차근호	f14 m0 f0 m18 e3 f18 m8 
차기	f14 m0 f0 m20 
차대회	f14 m0 f3 m1 f18 m11 
차돌고개7길	f14 m0 f3 m8 e7 f0 m8 f0 m1 7 f0 m20 e7 
차돌로	f14 m0 f3 m8 e7 f5 m8 
차동일	f14 m0 f3 m8 e20 f11 m20 e7 
차량	f14 m0 f5 m2 e20 
차량등록사업소	f14 m0 f5 m2 e20 f3 m18 e20 f5 m8 e0 f9 m0 f11 m4 e16 f9 m8 
차룡로	f14 m0 f5 m12 e20 f5 m8 
차를	f14 m0 f5 m18 e7 
차림	f14 m0 f5 m20 e15 
차마실산	f14 m0 f6 m0 f9 m20 e7 f9 m0 e3 
차맹호	f14 m0 f6 m1 e20 f18 m8 
차무진	f14 m0 f6 m13 f12 m20 e3 
차문을	f14 m0 f6 m13 e3 f11 m18 e7 
차문주에게	f14 m0 f6 m13 e3 f12 m13 f11 m5 f0 m5 
차민자에게	f14 m0 f6 m20 e3 f12 m0 f11 m5 f0 m5 
차민정	f14 m0 f6 m20 e3 f12 m4 e20 
차민종	f14 m0 f6 m20 e3 f12 m8 e20 
차바이오컴플렉스	f14 m0 f7 m0 f11 m20 f11 m8 f15 m4 e15 f17 m18 e7 f5 m5 e0 f9 m18 
차반장	f14 m0 f7 m0 e3 f12 m0 e20 
차병원	f14 m0 f7 m6 e20 f11 m14 e3 
차봉에게	f14 m0 f7 m8 e20 f11 m5 f0 m5 
차사장	f14 m0 f9 m0 f12 m0 e20 
차산리	f14 m0 f9 m0 e3 f5 m20 
차상리	f14 m0 f9 m0 e20 f5 m20 
차상엽에게	f14 m0 f9 m0 e20 f11 m6 e16 f11 m5 f0 m5 
차상춘에게	f14 m0 f9 m0 e20 f14 m13 e3 f11 m5 f0 m5 
차새벽에	f14 m0 f9 m1 f7 m6 e0 f11 m5 
차석에게	f14 m0 f9 m4 e0 f11 m5 f0 m5 
차선미에게	f14 m0 f9 m4 e3 f6 m20 f11 m5 f0 m5 
차성호	f14 m0 f9 m4 e20 f18 m8 
차세대융합기술연구원	f14 m0 f9 m5 f3 m1 f11 m17 e20 f18 m0 e16 f0 m20 f9 m13 e7 f11 m6 e3 f0 m13 f11 m14 e3 
차수민에게	f14 m0 f9 m13 f6 m20 e3 f11 m5 f0 m5 
차수연	f14 m0 f9 m13 f11 m6 e3 
차수지에게	f14 m0 f9 m13 f12 m20 f11 m5 f0 m5 
차수진에게	f14 m0 f9 m13 f12 m20 e3 f11 m5 f0 m5 
차순진	f14 m0 f9 m13 e3 f12 m20 e3 
차승연에게	f14 m0 f9 m18 e20 f11 m6 e3 f11 m5 f0 m5 
차승원에게	f14 m0 f9 m18 e20 f11 m14 e3 f11 m5 f0 m5 
차아랑에게	f14 m0 f11 m0 f5 m0 e20 f11 m5 f0 m5 
차암동	f14 m0 f11 m0 e15 f3 m8 e20 
차암초등학교	f14 m0 f11 m0 e15 f14 m8 f3 m18 e20 f18 m0 e0 f0 m12 
차앤유	f14 m0 f11 m1 e3 f11 m17 
차야	f14 m0 f11 m2 
차엔	f14 m0 f11 m5 e3 
차여사님에게	f14 m0 f11 m6 f9 m0 f2 m20 e15 f11 m5 f0 m5 
차연희	f14 m0 f11 m6 e3 f18 m19 
차영철에게	f14 m0 f11 m6 e20 f14 m4 e7 f11 m5 f0 m5 
차오르다	f14 m0 f11 m8 f5 m18 f3 m0 
차완종	f14 m0 f11 m9 e3 f12 m8 e20 
차우차우	f14 m0 f11 m13 f14 m0 f11 m13 
차원석	f14 m0 f11 m14 e3 f9 m4 e0 
차유덕	f14 m0 f11 m17 f3 m4 e0 
차유덕에게	f14 m0 f11 m17 f3 m4 e0 f11 m5 f0 m5 
차유환에게	f14 m0 f11 m17 f18 m9 e3 f11 m5 f0 m5 
차은수	f14 m0 f11 m18 e3 f9 m13 
차의과대학교	f14 m0 f11 m19 f0 m9 f3 m1 f18 m0 e0 f0 m12 
차이	f14 m0 f11 m20 
차이나	f14 m0 f11 m20 f2 m0 
차이나타운	f14 m0 f11 m20 f2 m0 f16 m0 f11 m13 e3 
차이엔	f14 m0 f11 m20 f11 m5 e3 
차이왕	f14 m0 f11 m20 f11 m9 e20 
차인용	f14 m0 f11 m20 e3 f11 m12 e20 
차일품	f14 m0 f11 m20 e7 f17 m13 e15 
차장	f14 m0 f12 m0 e20 
차장님	f14 m0 f12 m0 e20 f2 m20 e15 
차장님께	f14 m0 f12 m0 e20 f2 m20 e15 f1 m5 
차장님에게	f14 m0 f12 m0 e20 f2 m20 e15 f11 m5 f0 m5 
차장에게	f14 m0 f12 m0 e20 f11 m5 f0 m5 
차재민	f14 m0 f12 m1 f6 m20 e3 
차재순	f14 m0 f12 m1 f9 m13 e3 
차재우	f14 m0 f12 m1 f11 m13 
차재웅	f14 m0 f12 m1 f11 m13 e20 
차종필에게	f14 m0 f12 m8 e20 f17 m20 e7 f11 m5 f0 m5 
차주철에게	f14 m0 f12 m13 f14 m4 e7 f11 m5 f0 m5 
차준영에게	f14 m0 f12 m13 e3 f11 m6 e20 f11 m5 f0 m5 
차준원	f14 m0 f12 m13 e3 f11 m14 e3 
차지영에게	f14 m0 f12 m20 f11 m6 e20 f11 m5 f0 m5 
차지원	f14 m0 f12 m20 f11 m14 e3 
차차	f14 m0 f14 m0 
차차차	f14 m0 f14 m0 f14 m0 
차친에게	f14 m0 f14 m20 e3 f11 m5 f0 m5 
차태식님에게	f14 m0 f16 m1 f9 m20 e0 f2 m20 e15 f11 m5 f0 m5 
차현권에게	f14 m0 f18 m6 e3 f0 m14 e3 f11 m5 f0 m5 
차현호에게	f14 m0 f18 m6 e3 f18 m8 f11 m5 f0 m5 
차혜미	f14 m0 f18 m7 f6 m20 
차혜숙	f14 m0 f18 m7 f9 m13 e0 
차혜원에게	f14 m0 f18 m7 f11 m14 e3 f11 m5 f0 m5 
차홍	f14 m0 f18 m8 e20 
차홍룸	f14 m0 f18 m8 e20 f5 m13 e15 
차황종	f14 m0 f18 m9 e20 f12 m8 e20 
차흔에게	f14 m0 f18 m18 e3 f11 m5 f0 m5 
착한	f14 m0 e0 f18 m0 e3 
착한낙지	f14 m0 e0 f18 m0 e3 f2 m0 e0 f12 m20 
찬	f14 m0 e3 
찬규	f14 m0 e3 f0 m17 
찬누리	f14 m0 e3 f2 m13 f5 m20 
찬덕씨에게	f14 m0 e3 f3 m4 e0 f10 m20 f11 m5 f0 m5 
찬미에게	f14 m0 e3 f6 m20 f11 m5 f0 m5 
찬샘마을	f14 m0 e3 f9 m1 e15 f6 m0 f11 m18 e7 
찬서	f14 m0 e3 f9 m4 
찬석이	f14 m0 e3 f9 m4 e0 f11 m20 
찬엽이에게	f14 m0 e3 f11 m6 e16 f11 m20 f11 m5 f0 m5 
찬영	f14 m0 e3 f11 m6 e20 
찬영이	f14 m0 e3 f11 m6 e20 f11 m20 
찬이	f14 m0 e3 f11 m20 
찬이에게	f14 m0 e3 f11 m20 f11 m5 f0 m5 
찬장	f14 m0 e3 f12 m0 e20 
찬주에게	f14 m0 e3 f12 m13 f11 m5 f0 m5 
찬호씨에게	f14 m0 e3 f18 m8 f10 m20 f11 m5 f0 m5 
찬호에게	f14 m0 e3 f18 m8 f11 m5 f0 m5 
찬희	f14 m0 e3 f18 m19 
찬희에게	f14 m0 e3 f18 m19 f11 m5 f0 m5 
찰거머리에게	f14 m0 e7 f0 m4 f6 m4 f5 m20 f11 m5 f0 m5 
찰리스	f14 m0 e7 f5 m20 f9 m18 
참	f14 m0 e15 
참가자미	f14 m0 e15 f0 m0 f12 m0 f6 m20 
참고을	f14 m0 e15 f0 m8 f11 m18 e7 
참굿	f14 m0 e15 f0 m13 e18 
참그로	f14 m0 e15 f0 m18 f5 m8 
참꼬막과	f14 m0 e15 f1 m8 f6 m0 e0 f0 m9 
참나무집	f14 m0 e15 f2 m0 f6 m13 f12 m20 e16 
참누리	f14 m0 e15 f2 m13 f5 m20 
참다운	f14 m0 e15 f3 m0 f11 m13 e3 
참배나무골	f14 m0 e15 f7 m1 f2 m0 f6 m13 f0 m8 e7 
참밸리	f14 m0 e15 f7 m1 e7 f5 m20 
참병원	f14 m0 e15 f7 m6 e20 f11 m14 e3 
참빚	f14 m0 e15 f7 m20 e21 
참빛	f14 m0 e15 f7 m20 e22 
참사랑	f14 m0 e15 f9 m0 f5 m0 e20 
참사랑교회	f14 m0 e15 f9 m0 f5 m0 e20 f0 m12 f18 m11 
참사랑병원	f14 m0 e15 f9 m0 f5 m0 e20 f7 m6 e20 f11 m14 e3 
참살이촌	f14 m0 e15 f9 m0 e7 f11 m20 f14 m8 e3 
참새	f14 m0 e15 f9 m1 
참샘	f14 m0 e15 f9 m1 e15 
참샘3길	f14 m0 e15 f9 m1 e15 3 f0 m20 e7 
참샘길	f14 m0 e15 f9 m1 e15 f0 m20 e7 
참설렁탕	f14 m0 e15 f9 m4 e7 f5 m4 e20 f16 m0 e20 
참소예	f14 m0 e15 f9 m8 f11 m7 
참숯	f14 m0 e15 f9 m13 e22 
참숯불	f14 m0 e15 f9 m13 e22 f7 m13 e7 
참숯불갈비	f14 m0 e15 f9 m13 e22 f7 m13 e7 f0 m0 e7 f7 m20 
참신	f14 m0 e15 f9 m20 e3 
